batch_number,extraction_number,sample_number,Extraction_repeated,Tech_rep_lost,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,GoPro file,site,site_revised,date,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,tech_rep_4_FW_fixed,tech_rep_4_DW_fixed,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes 1,notes 2,I don't know why these numbers are here,Solvent Wash Date,Solvent Wash Page Ref,Phenol Extraction Date,Phenol Extraction Page Ref,Resuspension and Alkylation Date,Resuspension and Alkylation Page Ref,Lavapep Date,Lavapep Page Ref,Lavapep File Name,Extraction Notes,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,tech_rep_4_FW_ERROR,tech_rep_4_DW_ERROR,LMA (g/m2),SLA (cm2/g),LWC (%),leaf_FW_check
27,27-48,RH022,0,,haktep,haktep,-32.96381,146.16138,,,Proteaceae,new,1,305,Round_Hill,NSW_Round_Hill,150405,0.44800,0.06580,0.06022,0.07756,0.24402,0.14500,4.007,8.944196429,0.588528125,0.538619509,0.693711875,2.182562813,1,2.9,0.595761814,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24402,0.32816,664.3565957,15.05215733,40.57864109,0.00040
11,11-46,RH103,0,,euc?,eucgil,-31.0831,141.71401,,,Myrtaceae,mid,3,none?,Round_Hill,NSW_Fowlers_Gap,150409,0.68236,0.06666,0.06922,0.08462,0.45730,0.27172,9.185,13.46063661,0.897286037,0.931745266,1.13903907,6.155549124,1,4.5,0.712062407,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.2,4.433255577,750,2386.585249,35.80235898,,2.659782,,50,1,15.7,17/05/2016,6,0.45730,0.21294,441.4228439,22.65401562,40.58167505,0.00456
26,26-31,RH116,0,,grestr,grestr,-31.29606,142.27874,,,Proteaceae,old,3,none,Round_Hill,NSW_Mutawintji,150410,0.53260,0.10458,0.10166,0.10650,0.21900,0.13012,7.971,14.96620353,1.565165565,1.521464251,1.593900676,3.277598573,1,7.8,0.460353876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21900,0.2299,396.9979761,25.18904529,40.58447489,0.00086
27,27-10,QL354,0,,grepar,grepar,-18.21837,142.27066,,,Proteaceae,new,3,420,Croydon_QLD,QLD_Croydon,150822,0.70012,0.09798,0.10706,0.05952,0.43292,0.25684,17.248,24.63577672,2.413813403,2.637506256,1.466321431,10.66532046,1,12.1,0.512969516,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43292,0.25684,240.8178929,41.52515363,40.6726416,0.00264
21,21-11,QL372,0,,aca?,acashi,-18.21837,142.27066,,,Fabaceae,old,1,425,Croydon_QLD,QLD_Croydon,150822,0.25596,0.06668,0.06400,0.04888,0.07586,0.04500,8.443,32.98562275,2.199481325,2.111079856,1.61233724,2.502289342,1,11.0,0.907303006,,,,,,,,,,,,,,4.0,2.983755146,750,3035.773802,,,,,50,1,12.4,,,0.07586,0.045,179.8353182,55.60642982,40.68020037,0.00054
20,20-11,QL374,0,,aca?,acashi,-18.21837,142.27066,,,Fabaceae,new,2,426,Croydon_QLD,QLD_Croydon,150822,0.31392,0.07094,0.06050,0.07104,0.11052,0.06546,10.194,32.47324159,2.303651758,1.964631116,2.306899083,3.588942661,1,11.5,0.748808121,,,,,,,,,,,,,,4.7,4.384686227,750,3557.871594,,,,,50,1,10.5,,,0.11052,0.06546,182.3935521,54.82649955,40.77090119,0.00092
7,DP039,RH056,0,,eucsoc,eucsoc,-33.03783,146.20221,,,Myrtaceae,mid,1,323,Round_Hill,NSW_Round_Hill,150406,0.95256,0.09154,0.09774,0.10470,0.65284,0.38656,12.973,13.61908961,1.246691463,1.331129819,1.425918682,8.891086462,1,6.2,0.149654496,,,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,3.2,2.284234276,750,2374.777676,25.94251339,,1.904863991,,50,1,15.8,16/05/2016,3,0.65284,0.31052,434.7725125,23.0005341,40.78794192,0.00574
11,11-45,RH059,0,,eucsoc,eucsoc,-33.03783,146.20221,,,Myrtaceae,new,2,324,Round_Hill,NSW_Round_Hill,150406,0.91850,0.08558,0.09460,0.09034,0.63910,0.37670,13.877,15.1083288,1.292970778,1.429247904,1.364886424,9.655732934,1,6.5,0.711807069,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,4.6,5.425025953,750,3426.640736,40.04020491,,2.650207409,,50,1,10.9,17/05/2016,6,0.63910,0.17686,390.1309228,25.63242085,41.05773744,0.00888
13,13-07,QL403,0,,cor?,corpoc,-18.18903,142.26241,,,Myrtaceae,new,1,435,Croydon_QLD,QLD_Croydon,150823,1.49068,0.08166,0.08060,0.07508,1.24700,0.73422,25.704,17.24313736,1.408074597,1.389796871,1.294614753,21.50219229,1,7.0,0.881643016,,,,,,,,,,,,,,3.1,5.94571884,750,2320.978731,,,,,50,1,16.2,31/05/2016,13,1.24700,0.73422,341.4628565,29.28576215,41.12109062,0.00634
,,KG021,0,,euchae,euchae,-33.6933,151.14541,,,Myrtaceae,sen,1,47,Kuringai_MT_top,NSW_Kuringai_top,140603,0.67696,0.05562,0.05932,0.06392,0.49444,0.29100,,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49444,0.291,#DIV/0!,0,41.14553839,0.00366
,,T168,0,,eucreg,eucnit,-43.03746,146.27668,,,Myrtaceae,sen,3,225,Tasmania_RK,TAS_Red_Knoll,150307,0.59172,0.06238,0.05150,0.06234,0.41306,0.24306,,0,0,0,0,0,1,0.0,,,Looks like E nitida with E regnans bark.,,,,,,,,,,,,,,,,,,,,,,,,,0.41306,0.0577,#DIV/0!,0,41.15624849,0.00244
13,13-14,YG019,0,,angcos,angcos,-32.78244,150.92318,,,Myrtaceae,old,1,126,Yengo_N,NSW_Yengo_N,140419,0.83900,0.08600,0.08100,0.06200,0.59400,0.34922,24.281,28.94040524,2.488874851,2.344172825,1.794305125,17.19060072,2,11.7,0.897118406,,,,,,,,,,,,,,4.2,4.517859891,750,3128.570481,,,,,50,1,12.0,31/05/2016,14,0.59400,0.5376,203.1458969,49.22570504,41.20875421,0.01600
32,32-17,RH024,1,1,haktep,haktep,-32.96381,146.16138,,,Proteaceae,old,1,305,Round_Hill,NSW_Round_Hill,150405,0.52202,0.06632,0.05156,0.05814,0.34586,0.20326,4.529,8.6759128,0.575386537,0.447330064,0.50441757,3.000651201,,0.0,0.214940865,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.34586,0.19258,677.3862951,14.76262521,41.23055572,0.00014
10,10-47,YG080,0,,angcos,angcos,-32.78244,150.92318,,,Myrtaceae,old,2,110,Yengo_N,NSW_Yengo_N,140525,0.77204,0.10196,0.08822,0.09312,0.49022,0.28784,16.889,21.87580954,2.230457541,1.929883918,2.037075385,10.72395935,2,9.6,0.562029467,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,3.9,3.592806828,750,2891.732057,32.77864495,,1.498396888,,50,1,13.0,16/05/2016,3,0.49022,0.18058,268.408328,37.25666813,41.28350536,-0.00148
12,12-25,T251,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,old,2,285,Tasmania_BO,TAS_Bothwell,150309,0.39112,0.07266,0.05930,0.07418,0.18338,0.10766,7.751,19.81744733,1.439935723,1.175174627,1.470058243,3.634123492,1,7.2,0.78922382,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.5,5.998907142,750,2591.403137,35.66478305,,1.799665843,,50,1,14.5,20/05/2016,8,0.18338,0.28224,296.2475003,33.75555909,41.29130767,0.00160
19,19-18,QL375,0,,aca?,acashi,-18.21837,142.27066,,,Fabaceae,mid,2,426,Croydon_QLD,QLD_Croydon,150822,0.33910,0.07228,0.07780,0.06880,0.11972,0.07026,11.019,32.49483928,2.348726983,2.528098496,2.235644942,3.890282159,1,11.7,0.566592497,,,,,,,,,,,,,,4.8,4.016414746,750,3623.683411,,,,,50,1,10.3,,,0.11972,0.07026,180.6038666,55.36980015,41.31306382,0.00050
13,13-30,T217,0,,eucten,eucten,-42.38268,147.06002,,,Myrtaceae,new,1,280,Tasmania_BO,TAS_Bothwell,150308,0.62320,0.07314,0.07978,0.07688,0.38234,0.22422,10.64,17.07317073,1.248731707,1.362097561,1.312585366,6.527756098,1,6.2,0.963433439,,,,,,,,,,,,,,4.8,5.543843906,750,3602.059749,,,,,50,1,10.4,31/05/2016,12,0.38234,,343.4870982,29.113175,41.35586128,0.01106
32,32-15,RH023,1,1,haktep,haktep,-32.96381,146.16138,,,Proteaceae,mid,1,305,Round_Hill,NSW_Round_Hill,150405,0.55864,0.08950,0.07652,0.06318,0.32856,0.19258,4.999,8.948517829,0.800892346,0.684740584,0.565367356,2.940125018,,0.0,0.289190676,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32856,0.145,655.0061607,15.26703198,41.38665693,0.00088
11,11-02,QL237,0,,euc? (ironbark),eucatr,-18.23223,145.53238,,,Myrtaceae,old,1,391,Blencoe_Falls_QLD,QLD_Blencoe_Falls,150816,0.55846,0.06424,0.05954,0.05494,0.37750,0.22124,12.705,22.75006267,1.461464026,1.354538732,1.249888443,8.588148659,1,7.3,0.567495965,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.3,1.88401132,750,1755.129768,27.32144719,,1.200939425,,50,1,21.4,17/05/2016,7,0.37750,0.22124,257.6108179,38.81824561,41.39337748,0.00224
26,26-12,QL436,0,,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,old,2,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,1.80120,0.07812,0.11492,0.09234,1.50682,0.88146,8.918,4.951143682,0.386783344,0.568985432,0.457188608,7.460482323,1,1.9,0.412143643,No bead in tech rep 1,No bead in tech rep 1,,,,,,,,,,,,,,,,,,,,,,,,,1.50682,0.88146,1181.50538,8.463778643,41.50197104,0.00900
12,12-46,KG135,0,,anghis,angcos,-33.67856,151.14825,,,Myrtaceae,new,3,80,Kuringai_MT_bottom,NSW_Kuringai_bottom,140617,0.72336,0.06582,0.08714,0.05948,0.49672,0.29046,17.343,23.9756138,1.5780749,2.089234987,1.426069509,11.90916689,2,10.4,0.85838382,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,4.0,5.65209072,750,2964.185872,34.01636301,,1.418790079,,50,1,12.7,20/05/2016,8,0.49672,0.29046,243.8961539,41.00105656,41.52440006,0.01420
13,13-32,T247,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,old,3,284,Tasmania_BO,TAS_Bothwell,150309,0.58340,0.08378,0.05604,0.06306,0.37388,0.21860,12.028,20.61707233,1.72729832,1.155380734,1.300112581,7.708311004,1,8.6,0.964828613,,,,,,,,,,,,,,6.5,5.132344401,750,4865.747848,,,,,50,1,7.7,31/05/2016,12,0.37388,0.33506,283.5900107,35.26217294,41.53204237,0.00664
32,32-05,RH025,1,1,haktep,haktep,-32.96381,146.16138,,,Proteaceae,new,2,306,Round_Hill,NSW_Round_Hill,150405,0.40862,0.06918,0.07366,0.06982,0.19550,0.11426,4.03,9.862463903,0.682285253,0.726469091,0.68859723,1.928111693,,0.0,0.153186023,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.19550,0.20326,592.6005242,16.87477414,41.55498721,0.00046
15,15-42,YG124,0,,angcos,angcos,-32.78244,150.92318,,,Myrtaceae,mid,3,122,Yengo_N,NSW_Yengo_N,140608,0.97240,0.07650,0.09892,0.06926,0.71892,0.41934,23.664,24.33566434,1.861678322,2.407283916,1.685488112,17.4953958,2,12.0,0.788807673,sampled across two dates,sampled across two dates,,16/02/2016,"Katy 1, p.133",18/02/2016,"Katy 1, p.134",26/02/2016,"Katy 1, p.136",8/03/2016,"Katy 1, p.143",,,6.8,3.94292388,750,5072.888457,,,,,50,1,7.4,31/05/2016,14,0.71892,0.29414,239.6859178,41.72126629,41.67083959,0.00880
16,16-07,T254,0,,acadea,acadea,-42.38633,147.05022,,,Fabaceae,mid,1,289,Tasmania_BO,TAS_Bothwell,150309,0.74916,0.08932,0.06650,0.07232,0.46148,0.26892,40.833,54.50504565,4.868390678,3.624585536,3.941804901,25.15298847,1,24.3,0.020858841,,,,,,,,,,,,,,3.2,6.686079714,750,2368.055068,,,,,50,1,15.8,,,0.46148,0.45474,106.9137372,93.53334994,41.72661871,0.05954
19,19-12,YG149,0,,acaimp,acaimp,-32.7817,150.9291,,,Fabaceae,old,4,don't use this plant,Yengo_N,NSW_Yengo_N,140608,1.46178,0.11200,0.11086,0.08654,1.14382,0.66642,33.008,22.5806893,2.529037201,2.503295215,1.954132852,25.82824403,3,9.8,0.549043363,"leaves left sitting around for a while before scannign and weighing etc,",Don't extract because leaves left sitting around for a while before scannign and weighing etc (SVS notebook 9/6/14),,,,,,,,,,,,5.6,7.358332215,750,4203.319104,,,,,50,1,8.9,,,1.14382,0.13088,258.0198635,38.75670603,41.73733629,0.00856
30,30-36,YG174,0,,hakdac,hakdac,-33.045,150.68326,,,Proteaceae,new,1,146,Yengo_S,NSW_Yengo_S,140619,0.21230,0.05458,0.05332,0.04978,0.05100,0.02968,4.476,21.08337259,1.150730476,1.124165426,1.049530287,1.075252002,2,5.6,0.893747552,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05100,0.03676,276.0283166,36.22816718,41.80392157,0.00362
10,10-22,QL185,0,,corcla,corcla,-17.92181,146.01045,,,Myrtaceae,mid,3,381,Mission_Beach_QLD,QLD_Mt_Mackay,150812,1.32190,0.07694,0.07096,0.07964,1.08868,0.63356,36.172,27.36364324,2.105358711,1.941724124,2.179240548,29.79025112,1,10.5,0.479318375,Labelled in book as QL085,Labelled in book as QL085,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,4.6,8.195237117,750,3426.400787,44.53341287,,1.627466507,,50,1,10.9,17/05/2016,4,1.08868,0.63356,212.6736016,47.02041026,41.80475438,0.00568
10,10-35,RH122,0,,euccam,euccam,-31.29462,142.25054,,,Myrtaceae,old,2,none?,Round_Hill,NSW_Mutawintji,150410,0.64574,0.06304,0.08232,0.07886,0.41630,0.24218,11.346,17.57053923,1.107646793,1.446406789,1.385612723,7.31461548,1,5.5,0.523905471,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,2.8,3.625315466,750,2107.439912,33.43020165,,1.902628099,,50,1,17.8,17/05/2016,5,0.41630,0.20102,331.0905415,30.2032186,41.82560653,0.00522
30,30-01,YG192,0,,hakdac,hakdac,-33.045,150.68326,,,Proteaceae,new,2,147,Yengo_S,NSW_Yengo_S,140620,0.22044,0.05674,0.05310,0.05324,0.05172,0.03004,5.068,22.99038287,1.304474324,1.22078933,1.224007984,1.189062602,2,6.1,0.829529155,lines mark outside of gasket,lines mark outside of gasket,,,,,,,,,,,,,,,,,,,,,,,,,0.05172,0.05258,252.6359836,39.58264321,41.91802011,0.00564
,,T330,0,,eucamy,eucamy,-42.12299,148.34204,,,Myrtaceae,sen,3,256,Tasmania_FY,TAS_Freycinet,150311,0.54262,0.09190,0.08550,0.06960,0.29196,0.16956,11.683,21.53072132,1.978673289,1.840876672,1.498538204,6.286109395,1,9.9,0.227211068,,The gopro file numbers might be swapped between eucamy and eucglo because the species were identified as euc 1 & euc 2 in the notebook for gopro pics (SVS small black notebook),,,,,,,,,,,,,,,,,,,,,,,,,0.29196,0.0883,269.7375902,37.07306791,41.92355117,0.00366
,,KG096,0,,greser,greser,-33.67856,151.14825,,,Proteaceae,sen,1,84,Kuringai_MT_bottom,NSW_Kuringai_bottom,140612,,0.06838,0.06286,0.04910,0.09420,0.05470,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09420,0.0547,#DIV/0!,#DIV/0!,41.93205945,-0.27454
31,31-40,QL435,0,,hakcho,hakcho,-19.04745,138.8575,,,Proteaceae,mid,2,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,1.15428,0.08790,0.08170,0.06902,0.91064,0.52848,6.29,5.449284402,0.478992099,0.445206536,0.376109609,4.962336348,1,2.4,0.996341112,No bead in tech rep 1,No bead in tech rep 1,,,,,,,,,,,,,,,,,,,,,,,,,0.91064,0.52848,1064.982224,9.389828088,41.96608978,0.00502
25,25-14,YG164,0,,grebux,grebux,-33.045,150.68326,,,Proteaceae,old,1,153,Yengo_S,NSW_Yengo_S,140619,,0.08572,0.08156,0.08628,0.18404,0.10678,,#DIV/0!,#DIV/0!,2.69,#DIV/0!,#DIV/0!,2,13.5,0.315978083,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18404,0.05092,#DIV/0!,#DIV/0!,41.98000435,-0.43760
9,9-24,QL404,0,,cor?,corpoc,-18.18903,142.26241,,,Myrtaceae,mid,1,435,Croydon_QLD,QLD_Croydon,150823,1.69106,0.07192,0.08376,0.07916,1.45220,0.84256,28.489,16.8468298,1.211623999,1.411090464,1.333595047,24.46496623,1,6.1,0.355655697,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,2.2,1.30146836,750,1631.697161,22.6876691,,1.346702576,,50,1,23.0,23/05/2016,10,1.45220,0.84256,344.3945076,29.03646771,41.98044347,0.00402
7,DP037,T221,0,,eucten,eucten,-42.38268,147.06002,,,Myrtaceae,new,2,282,Tasmania_BO,TAS_Bothwell,150308,1.02894,0.07066,0.06944,0.08974,0.75990,0.44066,17.423,16.93296013,1.196482963,1.175824752,1.519563842,12.86735641,1,6.0,0.142725677,,,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,4.9,2.669049575,750,3675.231328,52.01289737,,3.071695495,,50,1,10.2,16/05/2016,2,0.75990,0.12996,342.463507,29.20019154,42.01079089,0.03920
9,9-44,QL408,0,,eucpru,eucpru,-19.04745,138.8575,,,Myrtaceae,old,1,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,2.98992,0.09262,0.10220,,2.78634,1.61570,52.724,17.63391663,1.633253358,1.802186279,0,49.13408725,1,8.2,0.409868794,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,2.1,2.857229335,750,1547.265515,16.70552272,,0.947351804,,50,1,24.2,23/05/2016,11,2.78634,1.6157,328.8348457,30.41040246,42.01353747,0.00876
,,QL169,0,,banpla,banaqu,-17.92181,146.01045,,,Proteaceae,sen,1,382,Mission_Beach_QLD,QLD_Mt_Mackay,150812,0.81704,0.06946,0.05312,0.05864,0.63074,0.36572,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63074,0.36572,#DIV/0!,0,42.017313,0.00508
32,32-10,RH029,1,1,haktep,haktep,-32.96381,146.16138,,,Proteaceae,mid,3,307,Round_Hill,NSW_Round_Hill,150405,0.39568,0.06498,0.07378,0.07190,0.18474,0.10710,3.746,9.46724626,0.615181662,0.698493429,0.680695006,1.748979074,,0.0,0.183216979,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.18474,0.12744,612.3572408,16.33033683,42.02663202,0.00028
,,T375,0,,eucrub,eucrub,-42.84638,147.43151,,,Myrtaceae,sen,1,304,Tasmania_MC,TAS_Mt_Canopus,150312,0.84338,0.06862,0.05450,0.06124,0.65680,0.38026,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65680,0.15714,#DIV/0!,0,42.10414129,0.00222
12,12-13,QL170,0,,corcla,corcla,-17.92181,146.01045,,,Myrtaceae,new,1,379,Mission_Beach_QLD,QLD_Mt_Mackay,150812,1.07130,0.06256,0.05094,0.09050,0.85492,0.49478,32.278,30.1297489,1.884917091,1.534809409,2.726742276,25.75852493,1,9.4,0.765283952,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.5,5.72435268,750,2590.760208,41.41240742,,1.374469052,,50,1,14.5,17/05/2016,5,0.85492,0.49478,192.0839805,52.06056213,42.125579,0.01238
13,13-01,T250,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,mid,2,285,Tasmania_BO,TAS_Bothwell,150309,0.73854,0.08876,0.08848,0.06510,0.48786,0.28224,15.591,21.1105695,1.873774149,1.86786319,1.374298075,10.29900244,1,9.4,0.867917219,,,,,,,,,,,,,,7.4,10.43920551,750,5578.539639,,,,,50,1,6.7,31/05/2016,13,0.48786,0.08144,274.045959,36.49022972,42.14733735,0.00834
29,29-02,QL356,0,,grepar,grepar,-18.21837,142.27066,,,Proteaceae,old,3,420,Croydon_QLD,QLD_Croydon,150822,0.47040,0.07382,0.06584,0.06304,0.26604,0.15388,12.008,25.52721088,1.884418707,1.680711565,1.609235374,6.791259184,1,9.4,0.719273707,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26604,0.15388,226.5853737,44.13347533,42.15907382,0.00166
7,DP013,QL184,0,,corcla,corcla,-17.92181,146.01045,,,Myrtaceae,new,3,381,Mission_Beach_QLD,QLD_Mt_Mackay,150812,1.34298,0.07654,0.06464,0.07594,1.12116,0.64828,32.943,24.52977706,1.877509136,1.585604789,1.86279127,27.50180485,1,9.4,0.045859666,Labelled in book as QL084,Labelled in book as QL084,,14/09/2015,"Siobhan 1, p.92",15/09/2015,"Siobhan 1, p.93",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,3.9,2.737316332,750,2890.13586,37.75981004,,1.53934583,,50,1,13.0,16/05/2016,2,1.12116,0.64828,235.7227111,42.42272606,42.17774448,0.00470
30,30-22,T046,0,,orirev,orirev,-42.89581,147.23627,1249,1264,Proteaceae,mid,3,none,Tasmania_MW,TAS_Mt_Wellington,150302,0.60966,0.07002,0.05896,0.06800,0.34644,0.20012,8.864,14.53925139,1.018038382,0.857234262,0.988669094,5.03697825,1,5.1,0.865543868,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34644,0.13962,397.3016957,25.16978938,42.2353077,0.06624
12,12-24,RH057,0,,eucsoc,eucsoc,-33.03783,146.20221,,,Myrtaceae,old,1,323,Round_Hill,NSW_Round_Hill,150406,0.57844,0.08368,0.08272,0.05730,0.34784,0.20088,8.867,15.32916119,1.282744209,1.268028214,0.878360936,5.332095429,1,6.4,0.788112507,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.8,5.615084992,750,2125.39273,25.3990527,,1.656910798,,50,1,17.6,17/05/2016,5,0.34784,0.38656,376.7374434,26.54368493,42.24931003,0.00690
,,KG144,0,,eucobl,eucobl,-33.68188,151.14428,,,Myrtaceae,sen,3,88,Kuringai_MT_bottom,NSW_Kuringai_bottom,140617,0.94636,0.05952,0.06244,0.06642,0.75224,0.43436,,0,0,0,0,0,2,0.0,,repeat of KG136 as not sure if KG136 was a eucalyptus leaf,repeat of KG136 as not sure if KG136 was a eucalyptus leaf,,,,,,,,,,,,,,,,,,,,,,,,,0.75224,0.43436,#DIV/0!,0,42.25779007,0.00574
19,19-43,QL418,0,,acahem,acahem,-19.04745,138.8575,,,Fabaceae,new,1,none?,Lawn_Hill_QLD,QLD_Lawn_Hill,150825,0.38664,0.08980,0.05750,0.06554,0.17264,0.09968,8.463,21.88857852,1.965594351,1.258593265,1.434577436,3.778844196,1,9.8,0.668660177,,,,,,,,,,,,,,5.5,5.035037695,750,4102.829417,,,,,50,1,9.1,,,0.17264,0.09968,263.7843606,37.90975317,42.2613531,0.00116
11,11-09,T246,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,mid,3,284,Tasmania_BO,TAS_Bothwell,150309,0.79960,0.06100,0.07516,0.07682,0.58080,0.33506,15.859,19.83366683,1.209853677,1.490698399,1.523622286,11.5193937,1,6.0,0.577538213,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.9,1.750433924,750,2904.836346,47.62026796,,2.400981541,,50,1,12.9,17/05/2016,7,0.58080,0.04152,290.8660029,34.38009221,42.31060606,0.00582
20,20-14,T295,0,,acamel,acamel,-42.10667,148.33655,,,Fabaceae,mid,3,249,Tasmania_FY,TAS_Freycinet,150311,0.37426,0.06046,0.06004,0.05790,0.19374,0.11174,7.647,20.43231978,1.235338054,1.226756479,1.183031315,3.958557634,1,6.2,0.759096938,,,,,,,,,,,,,,3.1,7.08815066,750,2302.696148,,,,,50,1,16.3,,,0.19374,0.1227,282.2745311,35.42650469,42.32476515,0.00212
27,27-37,QL347,0,,grepar,grepar,-18.21837,142.27066,,,Proteaceae,mid,1,419,Croydon_QLD,QLD_Croydon,150822,0.57666,0.08594,0.06466,0.07210,0.35118,0.20246,13.3,23.06385045,1.982107308,1.49130857,1.662903617,8.099563001,1,9.9,0.573811959,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35118,0.20246,249.964103,40.00574435,42.34865311,0.00278
22,22-37,RH028,0,,haktep,haktep,-32.96381,146.16138,,,Proteaceae,new,3,307,Round_Hill,NSW_Round_Hill,150405,0.44422,0.08712,0.07640,0.05936,0.22108,0.12744,4.487,10.10085093,0.879986133,0.771705011,0.599586511,2.233096124,1,4.4,0.06218397,,,,,,,,,,,,,,5.4,6.3980432,750,4079.410428,,,,,50,1,9.2,,,0.22108,0.10334,570.6874803,17.52272539,42.35570834,0.00026
